,relation,pipeline,term_1_umls_name,term_2_umls_name,term_1_umls_synonyms,term_2_umls_synonyms,sentence,evidence_count,is_correct,is_food_entity_correct
687,cause,foodis,chicken - meat,bacterial infection caused by e. coli,chicken - meat;chicken - meat (substance);chicken meat;chickens,"bacterial infection caused by e. coli;bacterial infection due to e. coli;bacterial infection due to e. coli, nos;coli e infection;coli e infections;coli e. infection;colibacillosis;e coli infect;e coli infection;e coli infections;e coli infections, recurrent;e-192 escherichia coli infections;e. coli infection;e. coli infections;e.coli infection nec/nos;escherichia coli [e. coli] nos;escherichia coli infect;escherichia coli infection;escherichia coli infection (diagnosis);escherichia coli infections;infect e coli;infect escherichia coli;infection caused by escherichia coli;infection caused by escherichia coli (disorder);infection due to escherichia coli;infection due to escherichia coli (disorder);infection due to escherichia coli, nos;infection, e coli;infection, e. coli;infection, escherichia coli;infection;e coli;infections e coli;infections, e coli;infections, escherichia coli;other and unspecified e. coli;other and unspecified escherichia coli;other and unspecified escherichia coli [e. coli];recurrent e. coli infections;unsp escherichia coli as the cause of diseases classd elswhr;unspecified escherichia coli [e. coli] as the cause of diseases classified elsewhere","Avian pathogenic Escherichia coli (APEC), a subgroup of extraintestinal pathogenic E. coli (ExPEC), causes colibacillosis in chickens resulting in economic loss because of treatment, condemnation of products, and death.",1,0,0
688,cause,foodis,chicken - meat,bradycardia,chicken - meat;chicken - meat (substance);chicken meat;chickens,bradycardia,"In view of the evidence presented, it appears that hypoxaemia and tissue hypoxia in broiler chickens may be a result of circulatory insufficiency associated with progressive bradycardia rather than, as commonly believed, pulmonary insufficiency.",1,,
689,cause,foodis,chicken - meat,circulatory insufficiency,chicken - meat;chicken - meat (substance);chicken meat;chickens,circulatory insufficiency;circulatory; insufficiency;insufficiency; circulatory,"In view of the evidence presented, it appears that hypoxaemia and tissue hypoxia in broiler chickens may be a result of circulatory insufficiency associated with progressive bradycardia rather than, as commonly believed, pulmonary insufficiency.",1,,
690,cause,foodis,chicken - meat,communicable dis,chicken - meat;chicken - meat (substance);chicken meat;chickens,"communicable dis;communicable disease;communicable disease (disorder);communicable disease (navigational concept);communicable disease [ambiguous];communicable disease, nos;communicable disease, nos (disorder);communicable diseases;communicable infectious disease;contagious disease;contagious disease (disorder);contagious disease (navigational concept);contagious disease, nos;contagious diseases;disease caused by microorganism;disease due to infection;disease, communicable;disease, infectious;disease;infectious;diseases, communicable;diseases, infectious;disorder due to infection;id;infec;infect dis;infection unspecified;infection, nos;infectious;infectious disease;infectious disease (diagnosis);infectious disease (disorder);infectious disease nos;infectious disease, nos;infectious diseases;infectious diseases and manifestations;infectious disorder;infectious disorders;infectious or communicable disease;infectious; disease;infective disorder;microbial colonization;rndx infection unspecified;rndx infection unspecified (diagnosis);transmissible disease;transmissible disease (disorder);transmissible disease, nos;unspecified infection","Chickens are a major source of protein worldwide, yet infectious diseases continue to threaten the poultry industry.",1,,
691,cause,foodis,chicken - meat,"heart failure, right-sided",chicken - meat;chicken - meat (substance);chicken meat;chickens,"heart failure, right-sided;right heart failure;right ventricular failure;right-sided heart failure","Fast-growing broiler chickens not uncommonly exhibit elevated pulmonary vascular resistance that leads to pulmonary hypertension and right ventricular failure.___Ascites syndrome in broiler chickens is defined as a condition associated with pulmonary hypertension leading to right heart failure, increased central venous pressure, passive congestion of the liver, and accumulations of serous fluids in body cavities.",2,,
692,cause,foodis,chicken - meat,hypoxia,chicken - meat;chicken - meat (substance);chicken meat;chickens,hypoxia,"In view of the evidence presented, it appears that hypoxaemia and tissue hypoxia in broiler chickens may be a result of circulatory insufficiency associated with progressive bradycardia rather than, as commonly believed, pulmonary insufficiency.",1,,
693,cause,foodis,chicken - meat,infections,chicken - meat;chicken - meat (substance);chicken meat;chickens,infections,"Under the conditions used in these experiments, 5-FU treatment of chickens caused otherwise subclinical SE infections to rapidly become clinical infections with more severe extraintestinal organ infections, whereas the control chickens had infections that were primarily restricted to the intestine.",1,,
694,cause,foodis,chicken - meat,pulmonary hypertension,chicken - meat;chicken - meat (substance);chicken meat;chickens,pulmonary hypertension,"Fast-growing broiler chickens not uncommonly exhibit elevated pulmonary vascular resistance that leads to pulmonary hypertension and right ventricular failure.___Ascites syndrome in broiler chickens is defined as a condition associated with pulmonary hypertension leading to right heart failure, increased central venous pressure, passive congestion of the liver, and accumulations of serous fluids in body cavities.",2,,
695,cause,foodis,chicken - meat,pulmonary insufficiency,chicken - meat;chicken - meat (substance);chicken meat;chickens,pulmonary insufficiency,"In view of the evidence presented, it appears that hypoxaemia and tissue hypoxia in broiler chickens may be a result of circulatory insufficiency associated with progressive bradycardia rather than, as commonly believed, pulmonary insufficiency.",1,,
696,cause,foodis,"chloride, dietary sodium",3-00 cardiovascular disorders: general terms,"chloride, dietary sodium;dietary salt;dietary salt (sodium chloride);dietary sodium chloride;salt;salt, table;sodium chloride, dietary;table salt","3-00 cardiovascular disorders: general terms;[x]cardiovasc disease,unspecif;[x]cardiovascular disease, unspecified;[x]cardiovascular disease, unspecified (disorder);cardiovasc dis;cardiovasc disease,unspecif;cardiovascular disease;cardiovascular disease (cvd);cardiovascular disease, nos;cardiovascular disease, unspecified;cardiovascular diseases;cardiovascular disorder;cardiovascular disorder (nos);cardiovascular disorder nos;cardiovascular disorder, nos;cardiovascular disorders;cardiovascular disorders (diagnosis);cardiovascular disorders, general;cardiovascular disorders: general terms;cardiovascular system disease;cardiovascular system diseases;cardiovascular system--diseases;cardiovascular; disorder;chapter 3 diseases of the cardiovascular system;cv disorders;cvd - cardiovascular disease;cvd, nos;cvs - cardiovascular system diseases;cvs disease;cvs disease - cardiovascular system disease;cvs disorders nos;disease (or disorder); cardiovascular;disease of cardiovascular system;disease of cardiovascular system (disorder);disease of cardiovascular system, nos;disease or syndrome of cardiovascular system;disease, cardiovascular;disease;cardiovascular;diseases affecting the entire cardiovascular system;diseases and syndromes of cardiovascular system;diseases of the cardiovascular system;diseases, cardiovascular;disorder cardiovascular (nos);disorder of cardiovascular system;disorder of cardiovascular system (disorder);general cardiovascular system diseases and syndromes;section 3-0 diseases affecting the entire cardiovascular system","The present review article suggests that the consumption of a high-salt diet is not the cause of hypertension and that there are other factors, such as added sugars, which are causative for inducing hypertension and cardiovascular disease.___Most populations are consuming too much salt which is the main contributor of high blood pressure, a leading risk factor of cardiovascular disease and stroke.",2,,
697,cause,foodis,"chloride, dietary sodium",3-10 heart diseases: general terms,"chloride, dietary sodium;dietary salt;dietary salt (sodium chloride);dietary sodium chloride;salt;salt, table;sodium chloride, dietary;table salt","3-10 heart diseases: general terms;cardiac dis;cardiac disease;cardiac diseases;cardiac disorder;cardiac disorder nos;cardiac disorders;cardiopathies;cardiopathy;cardiopathy, nos;cordis; morbus;disease cardiac;disease disorders heart;disease hearts;disease or syndrome of heart;disease;heart;diseases and syndromes of heart;diseases disorders heart;diseases of the heart;disorder cardiac (nos);disorder heart;disorder of heart;heart dis;heart disease;heart disease (diagnosis);heart disease (disorder);heart disease disorder;heart disease nos;heart disease nos (disorder);heart disease, nos;heart disease, unspecified;heart diseases;heart diseases: general terms;heart disorder;heart disorders;heart--diseases;morbus cordis;morbus cordis nos;morbus cordis, nos;morbus; cordis;rndx cardiac;rndx cardiac (diagnosis);section 3-1 heart diseases;syndrome heart disease;unspecified heart problem","Excessive dietary salt (sodium chloride and other sodium salts) is a major cause of increased blood pressure, which increases risk for stroke, heart disease, and kidney disease.",1,,
698,cause,foodis,"chloride, dietary sodium",atherogenic dyslipidaemia,"chloride, dietary sodium;dietary salt;dietary salt (sodium chloride);dietary sodium chloride;salt;salt, table;sodium chloride, dietary;table salt",atherogenic dyslipidaemia;atherogenic dyslipidemia,"A decreasing intake of coarse cereals, pulses, fruits and vegetables, an increasing intake of meat products and salt, coupled with declining levels of physical activity due to rapid urbanization have resulted in escalating levels of obesity, atherogenic dyslipidemia, subclinical inflammation, metabolic syndrome, type 2 diabetes mellitus, and coronary heart disease in Indians.",1,,
699,cause,foodis,"chloride, dietary sodium",atherosclerosis,"chloride, dietary sodium;dietary salt;dietary salt (sodium chloride);dietary sodium chloride;salt;salt, table;sodium chloride, dietary;table salt",atherosclerosis,"Risk factors for atherosclerosis related to nutrition are hypercholesterolemia, hyperglycemia-diabetes, and for hypertension, obesity, high salt intake, and excessive use of alcohol.",1,,
700,cause,foodis,"chloride, dietary sodium",cardiac congestive failure,"chloride, dietary sodium;dietary salt;dietary salt (sodium chloride);dietary sodium chloride;salt;salt, table;sodium chloride, dietary;table salt","cardiac congestive failure;cardiac failure congestive;cardiac failure, congestive;ccf - congestive cardiac fail;ccf - congestive cardiac failure;chf;chf (congestive heart failure);chf - congestive heart failure;chf nos;congestive cardiac fail;congestive cardiac failure;congestive disease heart;congestive diseases heart;congestive failure heart;congestive failure hearts;congestive failures heart;congestive heart disease;congestive heart failure;congestive heart failure (chf);congestive heart failure (diagnosis);congestive heart failure (disorder);congestive heart failure chf;congestive heart failure nos;congestive heart failure, unspecified;congestive; heart;congetive cardiac failure;disease congestive heart;failure congestive heart;failure heart congestive;failure; heart, congestive;failure;congestive cardiac;heart congestive failure;heart failure congestive;heart failure, congestive;heart failure/congestive heart failure;heart failure; congestive;heart; congestive;heart; disease, congestive","Congestive heart failure (CHF) is a clinical syndrome that features a failing heart together with signs and symptoms arising from renal retention of salt and water, mediated by attendant neurohormonal activation, and which prominently includes the renin-angiotensin-aldosterone system.",1,,
