,term_2_umls_synonyms,term_1_umls_name,is correct,pipeline,relation,term_2_umls_name,evidence_count,sentence,term_1_umls_synonyms
177,"adult onset diabetes;adult onset diabetes mellitus;adult-onset diabetes;adult-onset diabetes mellitus;adult-onset; diabetes;aodm;diabete type 2;diabetes mellitus (adult onset);diabetes mellitus (niddm);diabetes mellitus - adult ons;diabetes mellitus - adult onset;diabetes mellitus -adult onset;diabetes mellitus maturity onset;diabetes mellitus non insulin dependent;diabetes mellitus non insulin-dep;diabetes mellitus non-insulin-dependent;diabetes mellitus nos late onset;diabetes mellitus type 02;diabetes mellitus type 2;diabetes mellitus type 2 (disorder);diabetes mellitus type ii;diabetes mellitus, adult onset;diabetes mellitus, adult onset type;diabetes mellitus, adult-onset;diabetes mellitus, ketosis resistant;diabetes mellitus, ketosis-resistant;diabetes mellitus, maturity onset;diabetes mellitus, maturity-onset;diabetes mellitus, non insulin dependent;diabetes mellitus, non-insulin dependent;diabetes mellitus, non-insulin-dependent;diabetes mellitus, noninsulin dependent;diabetes mellitus, noninsulin-dependent;diabetes mellitus, slow onset;diabetes mellitus, slow-onset;diabetes mellitus, stable;diabetes mellitus, type 2;diabetes mellitus, type ii;diabetes mellitus: [adult onset] or [noninsulin dependent];diabetes mellitus: [adult onset] or [noninsulin dependent] (disorder);diabetes non-insulin dependent;diabetes type 2;diabetes type ii;diabetes, adult onset;diabetes, ketosis resistant;diabetes, maturity onset;diabetes, maturity-onset;diabetes, type 2;diabetes, type ii;diabetes; adult-onset;diabetes; maturity-onset;diabetes; niddm;diabetes; non-insulin-dependent;diabetes; nonketotic;diabetes; type ii;diabetes;adult onset;diabetes;non insulin depend;diabetes;type 2;ketosis resistant diabetes;ketosis-resistant diabetes mellitus;late onset diabetes;maturity onset diabetes;maturity onset diabetes mellit;maturity onset diabetes mellitus;maturity-onset diabetes;maturity-onset diabetes mellitus;maturity-onset; diabetes;mod;ncdmm;niddm;niddm - non-insulin dependent diabetes mellitus;niddm diabetes mellitus;niddm-non-ins dep diabetes mel;niddm; diabetes;non insulin dependent diabetes;non-ins-dep diabetes mellitus;non-insulin dependent diabetes;non-insulin dependent diabetes mellitus;non-insulin-dependent diabetes;non-insulin-dependent diabetes mellitus;non-insulin-dependent; diabetes;noninsulin dependent diab.mell;noninsulin dependent diabetes;noninsulin dependent diabetes mellitus;noninsulin-dependent diabetes;noninsulin-dependent diabetes mellitus;nonketotic; diabetes;slow-onset diabetes mellitus;stable diabetes mellitus;t2dm - type 2 diabetes mellitus;type 2 diabetes;type 2 diabetes mellitus;type 2 diabetes mellitus (diagnosis);type 2 diabetes mellitus non-insulin dependent;type ii diabetes;type ii diabetes mellitus;type ii diabetes mellitus (disorder);type ii; diabetes",sodium,1.0,chemdis,cause,adult onset diabetes,1,"First, both obesity and type 2 diabetes are characterized by glomerular hyperfiltration, which may result from increased proximal tubular reabsorption of sodium (due to enhanced glucose and sodium transport) coupled with activation of the renin-angiotensin system.",sodium
179,"cardiac congestive failure;cardiac failure congestive;cardiac failure, congestive;ccf - congestive cardiac fail;ccf - congestive cardiac failure;chf;chf (congestive heart failure);chf - congestive heart failure;chf nos;congestive cardiac fail;congestive cardiac failure;congestive disease heart;congestive diseases heart;congestive failure heart;congestive failure hearts;congestive failures heart;congestive heart disease;congestive heart failure;congestive heart failure (chf);congestive heart failure (diagnosis);congestive heart failure (disorder);congestive heart failure chf;congestive heart failure nos;congestive heart failure, unspecified;congestive; heart;congetive cardiac failure;disease congestive heart;failure congestive heart;failure heart congestive;failure; heart, congestive;failure;congestive cardiac;heart congestive failure;heart failure congestive;heart failure, congestive;heart failure/congestive heart failure;heart failure; congestive;heart; congestive;heart; disease, congestive",sodium,1.0,chemdis,cause,cardiac congestive failure,2,"Excess sodium in the diet has been shown to contribute to problems such as blood pressure abnormalities, kidney function problems, and congestive heart failure, which account for a large sum of health care costs in the United States.___The resulting excess of sodium has been implicated as an important factor in the development of hypertension and congestive heart failure.",sodium
180,diabetes,sodium,1.0,chemdis,cause,diabetes,1,"Excessive sodium consumption can result in hypertension, diabetes, heart diseases, stroke, and kidney diseases.",sodium
181,"disease of kidney;disease, kidney;diseases kidneys;diseases, kidney;disorder kidney;disorder of kidney;disorder renal;disorder;kidney;kidney dis;kidney disease;kidney disease (disorder);kidney disease nos;kidney disease nos (disorder);kidney disease, nos;kidney diseases;kidney disorder;kidney disorders;kidneys--diseases;nephrologic disease;nephropathies;nephropathy;nephropathy (diagnosis);nephropathy nos;nephropathy, nos;renal disease;renal disease (diagnosis);renal disease nos;renal disease, nos;renal diseases;renal disorder;renal disorder (diagnosis);renal disorder nos;renal disorder, nos;renal disorders;renal disorders: nonspecific;renal; disease",sodium,1.0,chemdis,cause,disease of kidney,1,"Excessive sodium consumption can result in hypertension, diabetes, heart diseases, stroke, and kidney diseases.",sodium
182,heart failure,sodium,0.0,chemdis,cause,heart failure,1,Sodium-glucose cotransporter 2 inhibitors (SGLT2i) is the first class of anti-diabetes treatment that reduces mortality and risk for hospitalization due to heart failure.,sodium
183,hyperinsulinemia;hyperinsulinism;increased insulin level,sodium,0.0,chemdis,cause,hyperinsulinemia,2,"In this theory, insulin resistance and the resultant hyperinsulinemia are considered to raise blood pressure through 1) sympathetic nervous system activation, 2) renal sodium retention, 3) renin-angiotensin system stimulation, and 4) intracellular calcium accumulation in vascular smooth muscle.___In pancreatic beta cells, this would produce hyperinsulinemia; in fat and skeletal muscle, cause peripheral insulin resistance; and in renal tissue, increase proximal sodium resorption and increase urinary calcium excretion--all features of essential hypertension.",sodium
184,hypertension,sodium,1.0,chemdis,cause,hypertension,3,"Excessive sodium consumption can result in hypertension, diabetes, heart diseases, stroke, and kidney diseases.___Greater consumption of sodium can increase the risk for hypertension.___The resulting excess of sodium has been implicated as an important factor in the development of hypertension and congestive heart failure.",sodium
185,stroke,sodium,1.0,chemdis,cause,stroke,1,"Excessive sodium consumption can result in hypertension, diabetes, heart diseases, stroke, and kidney diseases.",sodium
186,abnormality of mitochondrial metabolism;mitochondrial dysfunction,sugar,1.0,chemdis,cause,abnormality of mitochondrial metabolism,1,"It has been hypothesized that a high-saturated-fat, high-sugar diet (HFHS) causes worse cardiometabolic dysfunction than a high-saturated-fat diet (HFD) due to severe mitochondrial dysfunction, oxidative stress, and apoptosis in obese insulin-resistant rats.",sugar
187,"adult onset diabetes;adult onset diabetes mellitus;adult-onset diabetes;adult-onset diabetes mellitus;adult-onset; diabetes;aodm;diabete type 2;diabetes mellitus (adult onset);diabetes mellitus (niddm);diabetes mellitus - adult ons;diabetes mellitus - adult onset;diabetes mellitus -adult onset;diabetes mellitus maturity onset;diabetes mellitus non insulin dependent;diabetes mellitus non insulin-dep;diabetes mellitus non-insulin-dependent;diabetes mellitus nos late onset;diabetes mellitus type 02;diabetes mellitus type 2;diabetes mellitus type 2 (disorder);diabetes mellitus type ii;diabetes mellitus, adult onset;diabetes mellitus, adult onset type;diabetes mellitus, adult-onset;diabetes mellitus, ketosis resistant;diabetes mellitus, ketosis-resistant;diabetes mellitus, maturity onset;diabetes mellitus, maturity-onset;diabetes mellitus, non insulin dependent;diabetes mellitus, non-insulin dependent;diabetes mellitus, non-insulin-dependent;diabetes mellitus, noninsulin dependent;diabetes mellitus, noninsulin-dependent;diabetes mellitus, slow onset;diabetes mellitus, slow-onset;diabetes mellitus, stable;diabetes mellitus, type 2;diabetes mellitus, type ii;diabetes mellitus: [adult onset] or [noninsulin dependent];diabetes mellitus: [adult onset] or [noninsulin dependent] (disorder);diabetes non-insulin dependent;diabetes type 2;diabetes type ii;diabetes, adult onset;diabetes, ketosis resistant;diabetes, maturity onset;diabetes, maturity-onset;diabetes, type 2;diabetes, type ii;diabetes; adult-onset;diabetes; maturity-onset;diabetes; niddm;diabetes; non-insulin-dependent;diabetes; nonketotic;diabetes; type ii;diabetes;adult onset;diabetes;non insulin depend;diabetes;type 2;ketosis resistant diabetes;ketosis-resistant diabetes mellitus;late onset diabetes;maturity onset diabetes;maturity onset diabetes mellit;maturity onset diabetes mellitus;maturity-onset diabetes;maturity-onset diabetes mellitus;maturity-onset; diabetes;mod;ncdmm;niddm;niddm - non-insulin dependent diabetes mellitus;niddm diabetes mellitus;niddm-non-ins dep diabetes mel;niddm; diabetes;non insulin dependent diabetes;non-ins-dep diabetes mellitus;non-insulin dependent diabetes;non-insulin dependent diabetes mellitus;non-insulin-dependent diabetes;non-insulin-dependent diabetes mellitus;non-insulin-dependent; diabetes;noninsulin dependent diab.mell;noninsulin dependent diabetes;noninsulin dependent diabetes mellitus;noninsulin-dependent diabetes;noninsulin-dependent diabetes mellitus;nonketotic; diabetes;slow-onset diabetes mellitus;stable diabetes mellitus;t2dm - type 2 diabetes mellitus;type 2 diabetes;type 2 diabetes mellitus;type 2 diabetes mellitus (diagnosis);type 2 diabetes mellitus non-insulin dependent;type ii diabetes;type ii diabetes mellitus;type ii diabetes mellitus (disorder);type ii; diabetes",sugar,1.0,chemdis,cause,adult onset diabetes,1,The prestage of type 2 diabetes mellitus can be identified by an impaired glucose tolerance and/or by an impaired fasting blood sugar.,sugar
188,cancer,sugar,1.0,chemdis,cause,cancer,1,"Of the many other toxic effects of excessive sugar consumption, immunocompromisation, kidney damage, atherosclerosis, oxidative stress and cancer are highlighted.",sugar
189,cardiometabolic syndrome,sugar,1.0,chemdis,cause,cardiometabolic syndrome,1,"Despite strong indications that increased consumption of added sugars correlates with greater risks of developing cardiometabolic syndrome (CMS) and cardiovascular disease (CVD), independent of the caloric intake, the worldwide sugar consumption remains high.",sugar
190,diabetes,sugar,1.0,chemdis,cause,diabetes,2,"Patients with smell impairment are reported to use larger quantities of sugar and salt to highlight flavours, thus worsening their general health condition and increasing the risk of developing diabetes and hypertension.___Additionally, reduced ability to differentiate between various intensities or concentrations of a tastant can result in increased intake of salt and sugar and exacerbation of chronic diseases such as heart failure and diabetes.",sugar
191,hypertension,sugar,1.0,chemdis,cause,hypertension,1,"Patients with smell impairment are reported to use larger quantities of sugar and salt to highlight flavours, thus worsening their general health condition and increasing the risk of developing diabetes and hypertension.",sugar
